SmartScore,Ticker,Price,Market Capitalization,Sector,Industry
7,ENLC,13.31,6006858675,Industrial Services,Oil & Gas Pipelines
6,GRFS,6.84,5993116008,Health Technology,Pharmaceuticals: Major
5,ESNT,56.01,5985931400,Finance,Specialty Insurance
1,BILL,56.29,5974472929,Technology Services,Packaged Software
6,ADT,6.98,5972293190,Commercial Services,Miscellaneous Commercial Services
2,PBF,50.26,5959025661,Energy Minerals,Oil Refining/Marketing
6,PB,63.25,5915743469,Finance,Regional Banks
10,AXS/PE,21.1,5910958766,Finance,Multi-Line Insurance
10,AXS,69.82,5910958766,Finance,Multi-Line Insurance
9,RBRK,33.57,5906044303,Technology Services,Information Technology Services
8,ADC/PA,17.07,5871523798,Finance,Real Estate Investment Trusts
8,ADC,58.35,5871523798,Finance,Real Estate Investment Trusts
6,BECN,92.28,5868918368,Distribution Services,Wholesale Distributors
9,CLS,49.33,5860267585,Electronic Technology,Electronic Components
3,IONS,40.16,5857169543,Health Technology,Pharmaceuticals: Major
10,WH,72.56,5846656104,Consumer Services,Hotels/Resorts/Cruise lines
4,G,32.38,5839187432,Commercial Services,Miscellaneous Commercial Services
9,HR,15.31,5835879397,Finance,Real Estate Investment Trusts
10,SM,50.63,5824279913,Energy Minerals,Oil & Gas Production
5,ATKR,157.63,5795784161,Producer Manufacturing,Electrical Products
9,DRS,21.99,5786494495,Electronic Technology,Aerospace & Defense
4,ETRN,13.33,5780701240,Industrial Services,Oil & Gas Pipelines
4,XRAY,27.81,5774206026,Health Technology,Medical Specialties
4,SON,58.73,5770564336,Process Industries,Containers/Packaging
9,ESI,23.79,5758698678,Process Industries,Chemicals: Major Diversified
3,CHH,115.7,5746422736,Consumer Services,Hotels/Resorts/Cruise lines
3,UGP,5.28,5731966212,Retail Trade,Specialty Stores
8,SNV/PE,24.87,5728728561,Finance,Regional Banks
8,SNV/PD,24.91,5728728561,Finance,Regional Banks
8,SNV,39.12,5728728561,Finance,Regional Banks
4,BMI,194.28,5710613860,Producer Manufacturing,Industrial Machinery
6,NOVT,158.57,5684015299,Electronic Technology,Electronic Equipment/Instruments
4,MARA,20.09,5678229354,Technology Services,Data Processing Services
7,BILI,13.66,5675554038,Technology Services,Packaged Software
4,ALGM,29.36,5670174310,Electronic Technology,Semiconductors
2,FAF,54.61,5664348068,Finance,Specialty Insurance
4,TDW,107.14,5652944464,Transportation,Marine Shipping
8,FRO,25.3,5632359056,Transportation,Marine Shipping
9,BROS,31.77,5628847253,Consumer Non-Durables,Food: Specialty/Candy
5,JXN/PA,25.75,5624775496,Finance,Life/Health Insurance
5,JXN,73.41,5624775496,Finance,Life/Health Insurance
8,TKC,6.38,5609622370,Communications,Wireless Telecommunications
10,CBT,101.07,5602381826,Process Industries,Chemicals: Specialty
8,AIRC,38.6,5601022575,Finance,Real Estate Investment Trusts
8,GIL,33.22,5600558027,Consumer Non-Durables,Apparel/Footwear
3,HMY,8.87,5579070954,Non-Energy Minerals,Precious Metals
6,MTG,20.88,5566340914,Finance,Property/Casualty Insurance
5,CWST,95.62,5556289571,Industrial Services,Environmental Services
6,ZWS,32.12,5547022264,Producer Manufacturing,Industrial Machinery
,ONBPP,24.55,5546905640,Finance,Major Banks
,ONBPO,24.81,5546905640,Finance,Major Banks
4,ONB,17.39,5546905640,Finance,Major Banks
5,CDP,24.63,5546434851,Finance,Real Estate Investment Trusts
4,NXST,168.11,5537648361,Consumer Services,Broadcasting
7,QLYS,149.75,5533605936,Technology Services,Packaged Software
8,BC/PC,24.41,5518887023,Producer Manufacturing,Auto Parts: OEM
8,BC/PB,24.43,5518887023,Producer Manufacturing,Auto Parts: OEM
8,BC/PA,24.6,5518887023,Producer Manufacturing,Auto Parts: OEM
8,BC,81.68,5518887023,Producer Manufacturing,Auto Parts: OEM
9,CRUS,102.24,5514312865,Electronic Technology,Semiconductors
3,R,125.46,5498760276,Finance,Finance/Rental/Leasing
4,ALK,43.29,5493147786,Transportation,Airlines
7,MOG.A,171.64,5490185691,Electronic Technology,Aerospace & Defense
6,THO,102.9,5487095949,Consumer Durables,Recreational Products
7,VVV,42.19,5469898301,Consumer Services,Other Consumer Services
5,MOD,104.68,5465107120,Producer Manufacturing,Industrial Machinery
8,PLNT,61.85,5453278594,Consumer Services,Other Consumer Services
8,AL/PA,25.41,5452503780,Finance,Finance/Rental/Leasing
8,AL,48.96,5452503780,Finance,Finance/Rental/Leasing
,OZKAP,16.73,5443289051,Finance,Regional Banks
8,OZK,47.3,5443289051,Finance,Regional Banks
10,FSK,19.4,5433288766,Finance,Investment Managers
8,NFE,26.49,5431557880,Utilities,Gas Distributors
5,SWX,75.79,5429126673,Utilities,Gas Distributors
9,RITM/PD,22.77,5424620172,Finance,Real Estate Investment Trusts
9,RITM/PC,23.25,5424620172,Finance,Real Estate Investment Trusts
9,RITM/PB,24.81,5424620172,Finance,Real Estate Investment Trusts
9,RITM/PA,24.905,5424620172,Finance,Real Estate Investment Trusts
9,RITM,11.22,5424620172,Finance,Real Estate Investment Trusts
10,CPG,8.73,5412159241,Energy Minerals,Integrated Oil
5,CSAN,11.5,5406734807,Utilities,Gas Distributors
2,RCM,12.84,5396397991,Commercial Services,Miscellaneous Commercial Services
5,NEU,562.45,5396285875,Process Industries,Chemicals: Specialty
4,FCFS,118.5,5388585709,Finance,Finance/Rental/Leasing
9,SEE,37,5387742783,Process Industries,Containers/Packaging
8,BEPC,29.99,5387692751,Utilities,Electric Utilities
9,GKOS,106.91,5384790458,Health Technology,Medical Specialties
5,CADE/PA,20.55,5383787122,Finance,Major Banks
5,CADE,29.2,5383787122,Finance,Major Banks
6,LANC,194.86,5363911320,Consumer Non-Durables,Food: Specialty/Candy
8,IBRX,7.92,5362128641,Health Technology,Pharmaceuticals: Major
3,SMAR,38.88,5352345674,Technology Services,Packaged Software
8,HALO,42.01,5337548619,Health Technology,Biotechnology
3,ELPC,6.71,5335766795,Utilities,Electric Utilities
3,ELP,7.56,5335766795,Utilities,Electric Utilities
9,VAL,73.6,5329436242,Industrial Services,Contract Drilling
N/A,PDI,19.47,5328710000,Miscellaneous,Investment Trusts/Mutual Funds
8,COOP,82.16,5317474518,Finance,Finance/Rental/Leasing
4,DOOO,69.3,5311285621,Producer Manufacturing,Trucks/Construction/Farm Machinery
8,FLO,25.12,5303553703,Consumer Non-Durables,Food: Specialty/Candy
6,RRR,50.22,5302519129,Consumer Services,Hotels/Resorts/Cruise lines
6,TENB,44.84,5296495810,Technology Services,Packaged Software
8,MGY,25.88,5285999808,Energy Minerals,Oil & Gas Production
4,JHG,32.9,5279194707,Finance,Investment Managers
7,KBH,69.37,5266238112,Consumer Durables,Homebuilding
9,NVMI,181.12,5260561180,Electronic Technology,Electronic Equipment/Instruments
3,BCC,133.21,5259037503,Distribution Services,Wholesale Distributors
5,OPCH,30.22,5252727527,Health Services,Medical/Nursing Services
7,STNE,16.97,5243726523,Technology Services,Packaged Software
9,OGN,20.37,5238568309,Health Technology,Pharmaceuticals: Major
4,KOF,99.54,5228236385,Consumer Non-Durables,Beverages: Non-Alcoholic
6,M,19.06,5227615509,Retail Trade,Department Stores
10,CIGI,109.83,5224819694,Finance,Investment Managers
7,TNET,103.23,5219706053,Commercial Services,Miscellaneous Commercial Services
6,FSS,85.38,5216808572,Producer Manufacturing,Trucks/Construction/Farm Machinery
6,PEGA,61.29,5211560247,Technology Services,Information Technology Services
6,TRNO,54.45,5210715771,Finance,Real Estate Investment Trusts
9,AUR,3.36,5210079188,Technology Services,Packaged Software
6,BLCO,14.81,5198195348,Health Technology,Medical Specialties
6,SQSP,37.8,5194475459,Technology Services,Information Technology Services
,UGIC,58.48,5194444121,Distribution Services,Wholesale Distributors
6,UGI,24.78,5194444121,Distribution Services,Wholesale Distributors
5,WHR,94.89,5184379027,Consumer Durables,Electronics/Appliances
8,BBIO,27.7,5183480990,Health Technology,Biotechnology
10,MDU,25.41,5180799877,Utilities,Gas Distributors
7,EEFT,112.59,5164631002,Technology Services,Data Processing Services
10,LNTH,74.51,5164480776,Health Technology,Medical Specialties
6,MSM,91.66,5160514081,Distribution Services,Wholesale Distributors
3,ZGN,12.71,5151256534,Consumer Non-Durables,Apparel/Footwear
8,CRS,103.55,5136936379,Non-Energy Minerals,Other Metals/Minerals
6,PHI,24.1,5136907802,Communications,Specialty Telecommunications
8,NFG,55.86,5134532676,Energy Minerals,Integrated Oil
7,MMS,84.12,5133965283,Commercial Services,Miscellaneous Commercial Services
7,APLS,42.3,5130726049,Health Technology,Pharmaceuticals: Major
7,VMI,253.28,5120405940,Producer Manufacturing,Metal Fabrication
,FGN,26.09,5109035820,Finance,Multi-Line Insurance
7,FG,40.5,5109035820,Finance,Multi-Line Insurance
3,RH,278.76,5105660401,Retail Trade,Specialty Stores
4,AVAV,181.46,5105510582,Electronic Technology,Aerospace & Defense
,MOG.B,160.8,5095211723,Electronic Technology,Aerospace & Defense
6,VRNS,45.64,5092926973,Technology Services,Information Technology Services
7,AWI,116.28,5088209395,Producer Manufacturing,Miscellaneous Manufacturing
,MGRE,25.6,5088198027,Finance,Investment Managers
,MGRD,16.88,5088198027,Finance,Investment Managers
,MGRB,18.92,5088198027,Finance,Investment Managers
,MGR,22.702,5088198027,Finance,Investment Managers
9,AMG,156.77,5088198027,Finance,Investment Managers
10,FOUR,58.71,5069301042,Commercial Services,Miscellaneous Commercial Services
4,TEO,9.65,5060646170,Communications,Major Telecommunications
5,BYD,53.25,5052211161,Consumer Services,Casinos/Gaming
6,FNB,13.97,5014469096,Finance,Major Banks
6,EXLS,30.81,5004719504,Technology Services,Data Processing Services
6,ITRI,109.06,5002513326,Electronic Technology,Electronic Equipment/Instruments
8,LNC/PD,28.43,4980085412,Finance,Life/Health Insurance
8,LNC,29.29,4980085412,Finance,Life/Health Insurance
4,BCPC,153.28,4969869372,Consumer Non-Durables,Food: Specialty/Candy
6,CWEN.A,23.07,4968468174,Utilities,Alternative Power Generation
8,CWEN,24.9,4968468174,Utilities,Alternative Power Generation
4,GLBE,29.86,4965929604,Retail Trade,Internet Retail
4,ACT,31.49,4953135369,Finance,Multi-Line Insurance
1,INSP,163.41,4950883518,Health Technology,Medical Specialties
7,SLGN,46.46,4947987776,Process Industries,Containers/Packaging
10,BMA,64.47,4942809086,Finance,Major Banks
3,HOMB,24.62,4931908051,Finance,Regional Banks
9,ALTM,4.57,4909997697,Non-Energy Minerals,Other Metals/Minerals
6,IDA,96.82,4908257353,Utilities,Electric Utilities
7,VFC,12.59,4895193235,Consumer Non-Durables,Apparel/Footwear
6,ASH,97.56,4890433433,Consumer Non-Durables,Food: Specialty/Candy
6,GME,15.92,4874466156,Retail Trade,Electronics/Appliance Stores
7,THG,135.47,4869190610,Finance,Property/Casualty Insurance
7,COLM,81.93,4844031883,Consumer Non-Durables,Apparel/Footwear
6,ERJ,26.37,4837585250,Electronic Technology,Aerospace & Defense
7,OLLI,78.6,4817484529,Retail Trade,Department Stores
4,WTM,1871.4,4781769851,Finance,Multi-Line Insurance
,SLMBP,76.52,4781017628,Finance,Finance/Rental/Leasing
3,SLM,21.76,4781017628,Finance,Finance/Rental/Leasing
8,PII,84.52,4776522783,Consumer Durables,Recreational Products
7,HOG,35.49,4773612633,Consumer Durables,Motor Vehicles
6,CVLT,109.18,4766975804,Technology Services,Packaged Software
7,EXPO,94.05,4765538955,Industrial Services,Engineering & Construction
6,EPRT,27.01,4749985217,Finance,Real Estate Investment Trusts
7,IAC,55.07,4741206404,Technology Services,Internet Software/Services
10,HAE,93.25,4735805462,Health Technology,Medical Specialties
2,AVT,52.24,4721463165,Distribution Services,Electronics Distributors
9,RIG,5.75,4712583344,Industrial Services,Contract Drilling
8,IQ,4.91,4710890295,Technology Services,Internet Software/Services
7,AEO,23.88,4708097643,Retail Trade,Apparel/Footwear Retail
2,RDN,31.18,4695036926,Finance,Specialty Insurance
2,GATX,131.48,4680687647,Transportation,Railroads
7,PFSI,91.76,4672670467,Finance,Finance/Rental/Leasing
6,FELE,101.24,4665167866,Producer Manufacturing,Industrial Machinery
8,KRG,21.22,4659993898,Finance,Real Estate Investment Trusts
6,VERX,29.92,4640932797,Technology Services,Packaged Software
5,SSL,7.23,4620890580,Process Industries,Chemicals: Major Diversified
7,ZI,12.14,4609588658,Technology Services,Packaged Software
4,MMSI,79.11,4596738154,Health Technology,Medical Specialties
,ESGRP,25.375,4589519307,Finance,Multi-Line Insurance
,ESGRO,24.68,4589519307,Finance,Multi-Line Insurance
6,ESGR,301.36,4589519307,Finance,Multi-Line Insurance
4,UBSI,33.9,4574895625,Finance,Regional Banks
4,ASGN,99.56,4569804040,Technology Services,Information Technology Services
3,MSGS,190.7,4566579308,Consumer Services,Movies/Entertainment
,AQNU,22.98,4565619292,Utilities,Electric Utilities
,AQNB,25,4565619292,Utilities,Electric Utilities
7,AQN,6.62,4564070266,Utilities,Electric Utilities
3,AGO,82.08,4556831564,Finance,Specialty Insurance
8,HGV,43.4,4545924008,Finance,Real Estate Development
6,SKY,78.62,4540581677,Consumer Durables,Homebuilding
3,POR,44.06,4539558361,Utilities,Electric Utilities
4,PI,163.77,4539229297,Electronic Technology,Semiconductors
4,NVEI,32.48,4533209024,Technology Services,Information Technology Services
8,WU,13.37,4523540837,Finance,Regional Banks
5,CRSP,53.29,4523420199,Health Technology,Biotechnology
2,VNO/PO,12.76,4516361926,Finance,Real Estate Investment Trusts
2,VNO/PN,14.95,4516361926,Finance,Real Estate Investment Trusts
2,VNO/PM,15.1,4516361926,Finance,Real Estate Investment Trusts
2,VNO/PL,15.54,4516361926,Finance,Real Estate Investment Trusts
2,VNO,23.71,4516361926,Finance,Real Estate Investment Trusts
6,BIPC,34.17,4506067946,Utilities,Gas Distributors
5,KRYS,157.68,4503094493,Health Technology,Biotechnology
5,DNB,10.13,4484728313,Technology Services,Packaged Software
,PSLV,9.23,4484180000,Miscellaneous,Investment Trusts/Mutual Funds
5,VRRM,26.87,4474520986,Transportation,Other Transportation
2,ABG,221.69,4471982935,Retail Trade,Specialty Stores
10,AAP,74.78,4457596407,Retail Trade,Specialty Stores
6,DOCS,23.88,4455144392,Technology Services,Packaged Software
7,WIRE,281.02,4437000898,Producer Manufacturing,Electrical Products
1,CWAN,18.05,4435187657,Technology Services,Packaged Software
7,MDGL,208.04,4428047500,Health Technology,Pharmaceuticals: Major
2,FIZZ,47.33,4427311968,Consumer Non-Durables,Beverages: Non-Alcoholic
6,RYN,29.64,4412715513,Finance,Real Estate Investment Trusts
9,FFIN,30.87,4409502366,Finance,Major Banks
10,ALIT,7.78,4407415028,Technology Services,Information Technology Services
,CEF,21.42,4398280000,Miscellaneous,Investment Trusts/Mutual Funds
6,GBCI,38.79,4398091582,Finance,Regional Banks
3,WK,80.15,4386641501,Technology Services,Information Technology Services
5,LOPE,147.08,4380748937,Commercial Services,Miscellaneous Commercial Services
9,BGC,8.87,4380420091,Finance,Investment Banks/Brokers
9,VIST,46.12,4379306501,Energy Minerals,Oil & Gas Production
5,SRCL,47.07,4367404459,Industrial Services,Environmental Services
7,SHAK,102.76,4360771262,Consumer Services,Restaurants
7,NUVL,67.54,4359179667,Health Technology,Biotechnology
3,POWI,76.63,4359174145,Electronic Technology,Semiconductors
4,FORM,56.14,4356375634,Electronic Technology,Semiconductors
4,HUN,25.14,4349126295,Process Industries,Chemicals: Major Diversified
6,NJR,44.19,4344032423,Utilities,Gas Distributors
5,CRVL,253.76,4337843493,Finance,Insurance Brokers/Services
4,GTES,16.57,4331071152,Producer Manufacturing,Industrial Machinery
6,FROG,40.74,4330917798,Technology Services,Packaged Software
4,PTEN,10.77,4326324106,Industrial Services,Contract Drilling
6,IMVT,29.76,4323918783,Health Technology,Biotechnology
4,FUL,79.35,4323766718,Process Industries,Industrial Specialties
8,DY,148.21,4311676470,Industrial Services,Engineering & Construction
7,KNF,76.16,4309011706,Non-Energy Minerals,Construction Materials
5,MAIN,50.63,4302545000,Finance,Investment Managers
3,HRI,151.61,4300959543,Finance,Finance/Rental/Leasing
8,CAR,120.44,4293344446,Finance,Finance/Rental/Leasing
6,UMBF,83.13,4284869913,Finance,Major Banks
N/A,LOAR,48.68,4283840000,Electronic Technology,Aerospace & Defense
3,CPRI,36.71,4279162189,Retail Trade,Apparel/Footwear Retail
9,CPA,101.72,4275131402,Transportation,Airlines
9,SEM,32.84,4270236292,Health Services,Hospital/Nursing Management
8,PAGS,12.87,4264757401,Commercial Services,Miscellaneous Commercial Services
5,ACA,87.57,4254373225,Producer Manufacturing,Trucks/Construction/Farm Machinery
5,ALPN,64.7,4241763234,Health Technology,Biotechnology
7,COLB,20.23,4220496928,Finance,Regional Banks
10,PRGO,31.11,4215900670,Health Technology,Pharmaceuticals: Major
7,ENIC,3.05,4211903368,Utilities,Electric Utilities
4,SIG,94.61,4210455769,Retail Trade,Specialty Stores
7,STEP,37.56,4204069983,Finance,Investment Managers
7,SATS,15.445,4193603350,Communications,Specialty Telecommunications
8,TMDX,127.22,4190283069,Health Technology,Medical Specialties
7,NSA/PA,22.21,4179023452,Finance,Real Estate Investment Trusts
7,NSA,36.15,4179023452,Finance,Real Estate Investment Trusts
8,OSCR,20.74,4178412776,Health Services,Managed Health Care
,HWCPZ,23.45,4168603997,Finance,Regional Banks
6,HWC,47.96,4168603997,Finance,Regional Banks
9,ASO,56.47,4166978742,Retail Trade,Specialty Stores
6,BCO,92.96,4157612058,Commercial Services,Miscellaneous Commercial Services
8,NXE,7.68,4143741743,Non-Energy Minerals,Other Metals/Minerals
5,ORA,68.49,4135531435,Utilities,Electric Utilities
3,FRSH,13.82,4129693046,Technology Services,Packaged Software
2,FRHC,69.2,4128415844,Finance,Investment Banks/Brokers
6,OMAB,84.89,4124764957,Transportation,Other Transportation
3,BRZE,40.86,4120217859,Technology Services,Internet Software/Services
6,AVNT,45.12,4117419871,Process Industries,Chemicals: Major Diversified
4,CLVT/PA,25.14,4116343575,Commercial Services,Miscellaneous Commercial Services
4,CLVT,6.16,4116343575,Commercial Services,Miscellaneous Commercial Services
5,CC,27.5,4094621849,Process Industries,Chemicals: Specialty
10,ERF,20.03,4091047990,Energy Minerals,Integrated Oil
9,HAFN,8.12,4085700189,Transportation,Marine Shipping
9,NOG,40.4,4082635112,Energy Minerals,Oil & Gas Production
8,ALKS,24.1,4078233719,Health Technology,Pharmaceuticals: Major
7,DLO,13.73,4066342819,Technology Services,Packaged Software
3,IPGP,89.17,4063315895,Electronic Technology,Semiconductors
4,MC,52.93,4057458992,Finance,Investment Banks/Brokers
8,GPI,299.55,4053897970,Retail Trade,Specialty Stores
4,PECO,33.1,4051439864,Finance,Real Estate Investment Trusts
9,SLAB,126.9,4051208387,Electronic Technology,Semiconductors
8,CNXC,61.11,4032765834,Commercial Services,Miscellaneous Commercial Services
4,IGT,20.1,4029693382,Consumer Services,Casinos/Gaming
6,WHD,50.56,4022171969,Industrial Services,Oilfield Services/Equipment
6,FIVN,54.32,4012508703,Technology Services,Packaged Software
8,CRNX,50.89,4007300916,Health Technology,Pharmaceuticals: Major
9,STNG,75.43,4005918745,Transportation,Marine Shipping
,SBBA,25.1916,4005918745,Transportation,Marine Shipping
4,TEX,59.43,3999639202,Producer Manufacturing,Trucks/Construction/Farm Machinery
3,GOLF,63.03,3990917644,Consumer Durables,Recreational Products
1,BLKB,77.26,3988630722,Technology Services,Packaged Software
4,BVN,17.16,3982808139,Non-Energy Minerals,Precious Metals
7,WEN,19.38,3975486746,Consumer Services,Restaurants
6,KRC,33.43,3962088081,Finance,Real Estate Investment Trusts
8,TIGO,22.9,3928098355,Communications,Wireless Telecommunications
3,SNDR,22.36,3925866016,Transportation,Trucking
4,NSP,104.15,3921815459,Commercial Services,Miscellaneous Commercial Services
6,AMR,300.49,3908537772,Energy Minerals,Coal
2,LPL,4,3900150000,Electronic Technology,Electronic Production Equipment
2,AMTD,1.71,3895839686,Finance,Investment Banks/Brokers
10,KMPR,60.4,3888271296,Finance,Property/Casualty Insurance
,KMPB,22.35,3888271296,Finance,Property/Casualty Insurance
4,STRL,125.68,3886747882,Industrial Services,Engineering & Construction
2,PWSC,19.15,3879662758,Technology Services,Packaged Software
6,OTTR,92.73,3873971839,Utilities,Electric Utilities
9,ENS,95.73,3869021660,Producer Manufacturing,Electrical Products
,VLYPP,22.53,3862498452,Finance,Major Banks
,VLYPO,24.98,3862498452,Finance,Major Banks
4,VLY,7.59,3862498452,Finance,Major Banks
10,INSM,26,3860781006,Health Technology,Pharmaceuticals: Major
5,CSWI,247.88,3850189150,Process Industries,Industrial Specialties
7,BKH,56.36,3848797834,Utilities,Electric Utilities
7,IRT,16.58,3830341131,Finance,Real Estate Investment Trusts
3,MATX,111.83,3821024485,Transportation,Marine Shipping
4,URBN,40.85,3811097416,Retail Trade,Apparel/Footwear Retail
9,CAMT,84.37,3807605762,Electronic Technology,Electronic Components
7,AEIS,101.57,3803051095,Electronic Technology,Electronic Production Equipment
5,TSEM,34.25,3801878824,Electronic Technology,Semiconductors
5,BOX,26.31,3797928875,Technology Services,Information Technology Services
7,HP,38.44,3794978541,Industrial Services,Contract Drilling
4,IPAR,118.48,3793930886,Consumer Non-Durables,Household/Personal Care
9,ITGR,113.14,3790610785,Health Technology,Medical Specialties
3,CBZ,75.53,3784969634,Commercial Services,Miscellaneous Commercial Services
7,ACIW,35.89,3784233956,Technology Services,Packaged Software
7,SDRL,51.24,3781564541,Industrial Services,Contract Drilling
9,SMG,66.54,3772306635,Process Industries,Chemicals: Agricultural
8,PIPR,212.27,3753480319,Finance,Investment Banks/Brokers
10,KTB,67.21,3752312836,Consumer Non-Durables,Apparel/Footwear
8,EURN,18.6,3751210599,Transportation,Marine Shipping
10,IOVA,13.39,3746950177,Health Technology,Biotechnology
3,QTWO,62.34,3746603475,Technology Services,Information Technology Services
6,TPH,39.47,3744810018,Consumer Durables,Homebuilding
10,RDNT,50.63,3741338910,Health Services,Medical/Nursing Services
3,IBOC,60.05,3733725942,Finance,Regional Banks
7,SMPL,37.3,3729588426,Consumer Non-Durables,Food: Major Diversified
9,AB,32.34,3724390797,Finance,Investment Managers
5,BDC,91.46,3720431951,Producer Manufacturing,Electrical Products
5,GMS,93.01,3704925975,Distribution Services,Wholesale Distributors
5,PACS,24.67,3704250000,Finance,Financial Conglomerates
7,BRP,31.41,3692800570,Finance,Multi-Line Insurance
7,CLSK,16.37,3690190004,Technology Services,Data Processing Services
2,BL,59.51,3677866998,Technology Services,Packaged Software
2,MAN,76.92,3669336612,Commercial Services,Personnel Services
7,PAGP,18.52,3650686703,Industrial Services,Oil & Gas Pipelines
6,IRDM,30,3642855377,Communications,Specialty Telecommunications
10,FLNC,20.38,3640539599,Producer Manufacturing,Electrical Products
2,DXC,19.9,3639125586,Technology Services,Data Processing Services
3,TFSL,12.96,3638012574,Finance,Savings Banks
9,STR,23.11,3636677355,Miscellaneous,Investment Trusts/Mutual Funds
4,SID,2.75,3635832034,Non-Energy Minerals,Steel
N/A,LLYVK,39.65,3635650000,Consumer Services,Media Conglomerates
5,LBRT,21.8,3633006663,Industrial Services,Oilfield Services/Equipment
8,ACLS,111.46,3626072131,Producer Manufacturing,Industrial Machinery
4,OGS,64.09,3624033514,Utilities,Gas Distributors
6,ALE,62.76,3619075950,Utilities,Alternative Power Generation
2,CNS,71.56,3616670732,Finance,Investment Managers
8,ALVO,13.54,3612767681,Health Technology,Biotechnology
8,CNX,23.56,3610462788,Energy Minerals,Integrated Oil
7,GT,12.67,3600124766,Consumer Durables,Automotive Aftermarket
4,CUZ,23.65,3596496033,Finance,Real Estate Investment Trusts
6,AXSM,75.68,3594484181,Health Technology,Biotechnology
9,GFF,72.69,3594245327,Producer Manufacturing,Building Products
8,SPR,30.9,3591355237,Electronic Technology,Aerospace & Defense
4,SANM,64.64,3584520542,Health Technology,Medical Specialties
5,ASAI,13.29,3584077771,Retail Trade,Food Retail
6,NNI,96.74,3583392625,Finance,Finance/Rental/Leasing
4,SYNA,91,3576628670,Electronic Technology,Semiconductors
5,TGS,19.4,3566897382,Utilities,Gas Distributors
9,APLE,14.71,3564912485,Finance,Real Estate Investment Trusts
9,BHVN,40.78,3564864212,Health Technology,Pharmaceuticals: Major
6,SR,61.58,3556120604,Utilities,Gas Distributors
6,IESC,174.84,3539366087,Industrial Services,Engineering & Construction
5,NCNO,30.89,3531825963,Technology Services,Packaged Software
7,CXT,61.98,3529014596,Producer Manufacturing,Industrial Machinery
9,VIRT,22.42,3526903680,Finance,Investment Banks/Brokers
6,BUR,16.09,3526592438,Finance,Finance/Rental/Leasing
9,CTRE,24.82,3526035139,Finance,Real Estate Investment Trusts
6,APAM,43.83,3522829075,Finance,Investment Managers
9,ENV,63.76,3508111864,Technology Services,Packaged Software
N/A,LLYVA,38.18,3500860000,Consumer Services,Media Conglomerates
8,BSM,16.61,3499770671,Miscellaneous,Investment Trusts/Mutual Funds
3,RUSHB,42.09,3495566961,Retail Trade,Specialty Stores
8,RUSHA,45.19,3495566961,Retail Trade,Specialty Stores
10,SMMT,4.96,3481818913,Health Technology,Biotechnology
8,CXM,12.74,3481385860,Technology Services,Packaged Software
6,SLG/PI,22.31,3471491549,Finance,Real Estate Investment Trusts
6,SLG,50.93,3471491549,Finance,Real Estate Investment Trusts
6,PBH,69.85,3468002703,Health Technology,Pharmaceuticals: Major
8,HASI,30.45,3464265354,Finance,Real Estate Investment Trusts
7,JOBY,4.89,3455578516,Electronic Technology,Aerospace & Defense
1,RARE,41.56,3455021997,Health Technology,Pharmaceuticals: Major
5,SGRY,27.17,3453352365,Health Services,Hospital/Nursing Management
5,SFBS,63.34,3452522677,Finance,Regional Banks
6,HCM,19.47,3448332903,Health Technology,Pharmaceuticals: Major
5,CRC,50.09,3444272974,Energy Minerals,Integrated Oil
4,ALRM,68.61,3443447635,Technology Services,Packaged Software
1,DIOD,74.56,3443077749,Electronic Technology,Semiconductors
9,SBRA,14.87,3442338946,Finance,Real Estate Investment Trusts
5,AXNX,67.32,3434563950,Health Technology,Medical Specialties
9,MLCO,7.84,3426787692,Consumer Services,Casinos/Gaming
5,ABCB,49.63,3425038044,Finance,Regional Banks
1,PNM,37.97,3424908768,Utilities,Electric Utilities
9,MAC,15.84,3417006302,Finance,Real Estate Investment Trusts
5,KWR,189.81,3414661539,Process Industries,Chemicals: Specialty
8,AX,59.93,3414061305,Finance,Major Banks
,BTG,2.62,3414027506,Non-Energy Minerals,Precious Metals
9,LAZ,38.98,3407431343,Finance,Investment Banks/Brokers
8,ZETA,15.57,3406592565,Technology Services,Packaged Software
4,GHC,763.1,3405303194,Consumer Services,Other Consumer Services
3,ASAN,14.94,3403630046,Technology Services,Packaged Software
7,MHO,122.55,3400965710,Consumer Durables,Homebuilding
9,VAC,96.5,3394852360,Consumer Services,Other Consumer Services
6,HCC,64.82,3390131927,Energy Minerals,Coal
8,SAM,281.64,3386585743,Consumer Non-Durables,Beverages: Alcoholic
7,LIVN,62.41,3379610387,Health Technology,Medical Specialties
7,PCH,42.47,3376704994,Finance,Real Estate Investment Trusts
4,ASB/PF,19.61,3375666508,Finance,Major Banks
4,ASB/PE,20.51,3375666508,Finance,Major Banks
4,ASB,22.39,3375666508,Finance,Major Banks
6,HHH,66.88,3361145924,Finance,Real Estate Development
3,JOE,57.55,3360776467,Finance,Real Estate Development
8,VCTR,52.11,3351551823,Finance,Investment Managers
6,KFY,64.08,3343709671,Commercial Services,Personnel Services
6,NWL,8.05,3342360177,Producer Manufacturing,Industrial Conglomerates
9,TRMD,35.8,3337381858,Transportation,Marine Shipping
5,ATHM,28.46,3334326446,Technology Services,Internet Software/Services
7,PK,15.8,3327441562,Finance,Real Estate Investment Trusts
2,KAI,283.73,3324977301,Producer Manufacturing,Industrial Machinery
5,SEB,3408.4,3309743669,Process Industries,Agricultural Commodities/Milling
